ID,Tên xe,Dòng xe,Hãng,Xuất xứ,Số cửa,Số chỗ ngồi,Động cơ,Tình trạng,Năm sản xuất,Giá,Tỉnh
4903227,Xe Hyundai Accent 1.4 AT Đặc Biệt 2022,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,520000000,Đồng Nai
4903228,Xe Toyota Veloz Cross 1.5 CVT 2023,SUV,Toyota,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,651000000,Thanh Hóa
4903235,Xe Mazda CX5 2.0 AT 2019,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,710000000,Bình Thuận
4903236,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,880000000,Hà Nội
4903239,Xe Mercedes Benz GLC 300 4Matic 2021,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,2038000000,TP HCM
4903241,Xe LandRover Range Rover HSE 3.0 2014,SUV,LandRover,Nhập khẩu,5,5,Xăng,Xe đã dùng,2014,1999000000,Hà Nội
4903244,Xe Suzuki XL7 1.5 AT 2020,SUV,Suzuki,Nhập khẩu,5,7,Xăng,Xe đã dùng,2020,525000000,TP HCM
4903245,Xe Toyota Camry 2.0E 2012,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2012,515000000,TP HCM
4903248,Xe Honda CRV E 2019,SUV,Honda,Nhập khẩu,5,7,Xăng,Xe đã dùng,2019,760000000,Lâm Đồng
4903251,Xe Mercedes Benz ML Class ML350 2008,SUV,Mercedes Benz,Nhập khẩu,5,5,Xăng,Xe đã dùng,2008,399000000,Hà Nội
4903253,Xe Kia Picanto 1.25 AT 2013,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2013,255000000,Bình Dương
4903256,Xe Mercedes Benz C class C250 Exclusive 2015,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,780000000,Khánh Hòa
4903261,Xe Nissan Navara EL 2.5AT 2WD 2016,Bán tải / Pickup,Nissan,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,428000000,Hà Nội
4903267,Xe Mazda 2 Luxury 2020,Sedan,Mazda,Nhập khẩu,4,5,Xăng,Xe đã dùng,2020,485000000,Đăk Lăk
4903268,Xe Toyota Fortuner 2.5G 2016,SUV,Toyota,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2016,588000000,TP HCM
4903272,Xe Volvo XC60 T6 AWD Inscription 2021,SUV,Volvo,Nhập khẩu,5,5,Xăng,Xe đã dùng,2021,1850000000,Hà Nội
4903274,Xe Toyota Corolla Cross 1.8V 2020,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,795000000,Hà Nội
4903277,Xe Honda HRV G 2023,Crossover,Honda,Nhập khẩu,5,5,Xăng,Xe mới,2023,699000000,Hà Nội
4903280,Xe Mazda 6 Premium 2.0 AT 2020,Sedan,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,775000000,Hà Nội
4903288,Xe Kia Sorento DATH 2.2L 2WD 2014,SUV,Kia,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2014,595000000,Hà Nội
4903291,Xe Ford Everest 2.5L 4x2 AT 2013,SUV,Ford,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2013,510000000,TP HCM
4903295,Xe Ford Mustang 2.3 EcoBoost Premium Fastback 2021,Coupe,Ford,Nhập khẩu,4,4,Xăng,Xe đã dùng,2021,3150000000,TP HCM
4903298,Xe Kia Morning Van 1.0 AT 2014,Van/Minivan,Kia,Nhập khẩu,4,2,Xăng,Xe đã dùng,2014,230000000,Hà Nội
4903299,Xe Hyundai Kona 2.0 ATH 2019,Crossover,Hyundai,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,590000000,Bình Thuận
4903303,Xe VinFast VF8 Plus 2023,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2023,937000000,TP HCM
4903306,Xe BMW 3 Series 320i 2009,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2009,350000000,Bình Thuận
4903307,Xe VinFast Fadil 1.4 AT 2019,Hatchback,VinFast,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,333000000,Hà Nội
4903312,Xe Chevrolet Trailblazer LT 2.5L VGT 4x2 AT 2018,SUV,Chevrolet,Nhập khẩu,5,7,Dầu,Xe đã dùng,2018,620000000,Hà Nội
4903313,Xe Honda Civic E 1.8 AT 2019,Sedan,Honda,Nhập khẩu,4,5,Xăng,Xe đã dùng,2019,540000000,Bình Thuận
4903314,Xe Kia Seltos Deluxe 1.4 AT 2021,Crossover,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,588000000,TP HCM
4903318,Xe Toyota Fortuner 2.7V 4x4 AT 2011,SUV,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2011,400000000,Hà Nội
4903321,Xe Kia Sorento GAT 2018,SUV,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2018,625000000,Bắc Ninh
4903324,Xe Volvo XC40 T5 AWD R-Design 2019,SUV,Volvo,Nhập khẩu,5,5,Xăng,Xe đã dùng,2019,1299000000,TP HCM
4903325,Xe Toyota Innova G 2009,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2009,295000000,Hà Nội
4903327,Xe Ford EcoSport Titanium 1.5 AT 2021,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,599000000,Đăk Lăk
4903331,Xe Ford Ranger Raptor 2.0L 4x4 AT 2020,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2020,1119000000,Hà Nội
4903332,Xe Audi Q5 2.0 AT 2012,SUV,Audi,Nhập khẩu,5,5,Xăng,Xe đã dùng,2012,650000000,Bình Thuận
4903333,Xe VinFast VF8 Eco 2023,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2023,757000000,TP HCM
4903338,Xe Hyundai Accent 1.4 AT 2022,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,479000000,Hà Nội
4903342,Xe Lexus RX 300 2020,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,2995000000,Hà Nội
4903346,Xe Kia Cerato 1.6 AT Luxury 2020,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,565000000,Hải Phòng
4903347,Xe Chevrolet Captiva LT 2.4 MT 2008,SUV,Chevrolet,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2008,165000000,Đăk Nông
4903348,Xe Mercedes Benz GLC 300 4Matic 2021,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,2039000000,TP HCM
4903349,Xe Toyota Corolla altis 1.8G AT 2015,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,495000000,Hà Tĩnh
4903353,Xe Nissan Navara EL 2.5AT 2WD 2016,Bán tải / Pickup,Nissan,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,428000000,Hà Nội
4903354,Xe Mercedes Benz GLC 300 4Matic 2021,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,2039000000,TP HCM
4903355,Xe Mazda 3 1.5L Luxury 2019,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2019,545000000,Gia Lai
4903359,Xe Mercedes Benz GLC 250 4Matic 2018,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2018,1399000000,TP HCM
4903361,Xe VinFast Fadil Cao cấp 1.4 AT 2022,Hatchback,VinFast,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2022,365000000,Hà Nội
4903362,Xe VinFast VF8 Plus 2023,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2023,957000000,TP HCM
4903363,Xe Kia Sorento GATH 2.4L 2WD 2014,SUV,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2014,510000000,Hà Nội
4903371,Xe Toyota Fortuner 2.7V 4x2 AT 2018,SUV,Toyota,Nhập khẩu,5,8,Xăng,Xe đã dùng,2018,790000000,Ninh Thuận
4903374,Xe Thaco Towner 800A 2022,Truck,Thaco,Lắp ráp trong nước,2,2,Xăng,Xe mới,2022,190000000,Long An
4903382,Xe Toyota Corolla Cross 1.8V 2022,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe mới,2022,863000000,Hà Nội
4903385,Xe Mercedes Benz E class E200 Exclusive 2021,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,1899000000,TP HCM
4903386,Xe Chevrolet Spark LT 1.0 MT 2016,Hatchback,Chevrolet,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,175000000,Bình Dương
4903390,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2023,918000000,TP HCM
4903391,Xe Mercedes Benz GLB 35 4Matic 2022,SUV,Mercedes Benz,Nhập khẩu,5,7,Xăng,Xe đã dùng,2022,2869000000,Hà Nội
4903392,Xe Toyota Corolla altis 1.8G AT 2018,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,550000000,TP HCM
4903394,Xe Ford Ranger XLS 2.2L 4x2 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,500000000,Hà Nội
4903398,Xe Kia Morning LX 1.1 MT 2010,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2010,125000000,Gia Lai
4903400,Xe Hyundai i10 Grand 1.2 AT 2019,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2019,379000000,Hà Nội
4903401,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1286000000,Hà Nội
4903404,Xe Ford EcoSport Titanium 1.5L AT 2017,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2017,419000000,Đăk Lăk
4903405,Xe VinFast VF8 Plus 2023,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2023,937000000,TP HCM
4903410,Xe Isuzu QKR 2016,Truck,Isuzu,Lắp ráp trong nước,2,3,Dầu,Xe đã dùng,2016,300000000,Lâm Đồng
4903413,Xe Peugeot 5008 1.6 AT 2019,SUV,Peugeot,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2019,870000000,Hà Nội
4903414,Xe Toyota Land Cruiser 3.5 V6 2023,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe mới,2023,4286000000,Hà Nội
4903415,Xe VinFast Lux SA 2.0 Premium 2.0 AT 2020,SUV,VinFast,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2020,899000000,Hà Nội
4903417,Xe Mercedes Benz E class E200 2016,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2016,1199000000,Hà Nội
4903418,Xe Suzuki Swift 1.4 AT 2016,Hatchback,Suzuki,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,345000000,Đà Nẵng
4903423,Xe Ford EcoSport Titanium 1.5L AT 2019,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,515000000,Lâm Đồng
4903427,Xe Kia Sedona 3.3L GATH 2015,Van/Minivan,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2015,593000000,Hà Nội
4903430,Xe Mercedes Benz S class S350 2005,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2005,350000000,Hà Nội
4903433,Xe Kia Carens SX 2.0 AT 2010,Crossover,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2010,295000000,Hà Nội
4903434,Xe Mercedes Benz S class S450L 2020,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,3000000000,TP HCM
4903443,Xe Hyundai Avante 1.6 AT 2011,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2011,290000000,Đà Nẵng
4903445,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe mới,2023,1285000000,TP HCM
4903447,Xe Chevrolet Lacetti 1.6 2011,Sedan,Chevrolet,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2011,168000000,Hà Nội
4903451,Xe Daewoo Gentra SX 1.5 MT 2009,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2009,160000000,Bình Dương
4903452,Xe Daewoo Nubira II 1.6 2004,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2004,70000000,Gia Lai
4903455,Xe Honda City RS 1.5 AT 2022,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,570000000,Hà Nội
4903460,Xe Hyundai Elantra 1.6 AT 2021,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,600000000,Lào Cai
4903465,Xe Chevrolet Orlando LTZ 1.8 AT 2016,SUV,Chevrolet,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2016,416000000,Khánh Hòa
4903476,Xe Suzuki Super Carry Truck 1.0 MT 2014,Truck,Suzuki,Lắp ráp trong nước,2,2,Xăng,Xe đã dùng,2014,180000000,Hà Nội
4903480,Xe Lexus ES 250 2022,Sedan,Lexus,Nhập khẩu,4,5,Xăng,Xe đã dùng,2022,2480000000,Hà Nội
4903481,Xe Ford Ranger XLS 2.2L 4x2 AT 2020,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2020,579000000,Đăk Lăk
4903485,Xe Mitsubishi Jolie SS 2003,SUV,Mitsubishi,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2003,95000000,TP HCM
4903486,Xe Toyota Innova 2.0E 2015,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2015,350000000,Đà Nẵng
4903492,Xe Honda Civic 1.8 AT 2009,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2009,279000000,Hải Phòng
4903495,Xe Kia Cerato 2.0 AT 2017,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,465000000,Hải Phòng
4903496,Xe Mazda CX8 Luxury 2021,SUV,Mazda,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2021,885000000,TP HCM
4903497,Xe Mitsubishi Xpander Cross 1.5 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2022,686000000,Hà Nội
4903498,Xe Chevrolet Spark LTZ 1.0 AT 2013,Hatchback,Chevrolet,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2013,225000000,Hải Phòng
4903500,Xe Toyota Corolla XLi 1.6 AT 2009,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,2009,346000000,Hà Nội
4903504,Xe Toyota Fortuner 2.4G 4x2 AT 2020,SUV,Toyota,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2020,945000000,TP HCM
4903505,Xe Toyota Camry 2.5Q 2017,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,760000000,TP HCM
4903506,Xe Hyundai Accent 1.4 AT 2023,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,466000000,TP HCM
4903507,Xe Hyundai Accent 1.4 AT 2020,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,470000000,Hà Nội
4903511,Xe Chevrolet Captiva LTZ Maxx 2.4 AT 2010,SUV,Chevrolet,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2010,295000000,TP HCM
4903513,Xe Mazda CX5 2.0 AT 2019,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,715000000,TP HCM
4903514,Xe Ford Everest Titanium 2.0L 4x2 AT 2021,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe đã dùng,2021,1060000000,TP HCM
4903515,Xe Mazda 3 1.5 AT 2015,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,440000000,Hà Nội
4903516,Xe Mazda 3 1.5L Luxury 2022,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,630000000,TP HCM
4903520,Xe Toyota Camry 2.4G 2002,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2002,220000000,Thái Bình
4903523,Xe Toyota Innova 2.0E 2017,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2017,465000000,Bà Rịa Vũng Tàu
4903526,Xe Mazda 3 1.5L Luxury 2020,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,570000000,Quảng Bình
4903527,Xe Toyota Prado TXL 2.7L 2011,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2011,850000000,Hà Nội
4903530,Xe Mazda 3 1.6 AT 2013,Hatchback,Mazda,Nhập khẩu,4,5,Xăng,Xe đã dùng,2013,480000000,Hà Nội
4903532,Xe Mazda BT50 2.2L 4x2 AT 2016,Bán tải / Pickup,Mazda,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,460000000,Quảng Bình
4903538,Xe Toyota Vios G 1.5 CVT 2022,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,565000000,Hà Nội
4903539,Xe Chevrolet Spark Van 0.8 MT 2011,Van/Minivan,Chevrolet,Lắp ráp trong nước,5,2,Xăng,Xe đã dùng,2011,59000000,Nghệ An
4903545,Xe Nissan X trail 2.0 2WD 2017,SUV,Nissan,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2017,650000000,Hà Nội
4903546,Xe Toyota Veloz Cross Top 1.5 CVT 2022,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2022,685000000,Hà Nội
4903547,Xe Kia Morning Si AT 2017,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2017,290000000,Nghệ An
4903548,Xe Toyota Vios 1.5E 2014,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2014,260000000,Ninh Bình
4903556,Xe Mazda 6 2.0 AT 2016,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2016,520000000,TP HCM
4903560,Xe Hyundai Avante 1.6 AT 2012,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2012,325000000,Gia Lai
4903561,Xe Toyota Vios 1.5 MT 2006,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2006,120000000,Đà Nẵng
4903562,Xe Daewoo Matiz SE 0.8 MT 2005,Hatchback,Daewoo,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2005,45000000,Ninh Bình
4903563,Xe VinFast Lux A 2.0 Premium 2.0 AT 2021,Sedan,VinFast,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,750000000,Hà Nội
4903568,Xe VinFast VF9 Plus 2023,SUV,VinFast,Lắp ráp trong nước,5,7,Điện,Xe mới,2023,1121000000,TP HCM
4903570,Xe Toyota Vios 1.5E 2014,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2014,305000000,Đà Nẵng
4903576,Xe Toyota Vios 1.5G 2020,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,485000000,Hà Nội
4903578,Xe Toyota Fortuner 2.4G 4x2 MT 2017,SUV,Toyota,Nhập khẩu,5,8,Dầu,Xe đã dùng,2017,780000000,Đà Nẵng
4903579,Xe Toyota 4 Runner Limited 2018,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2018,2900000000,Hà Nội
4903582,Xe Mercedes Benz C class C200 Avantgarde 2007,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2007,330000000,TP HCM
4903584,Xe Mercedes Benz C class C200 2017,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,880000000,Hà Nội
4903585,Xe Kia Morning Si MT 2017,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2017,268000000,Bình Dương
4903591,Xe VinFast VF e34 AT 2023,Crossover,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2023,520000000,TP HCM
4903596,Xe Daewoo Gentra SX 1.5 MT 2008,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2008,100000000,Đồng Nai
4903599,Xe Suzuki Alto 1.0 AT 2009,Hatchback,Suzuki,Nhập khẩu,5,5,Xăng,Xe đã dùng,2009,180000000,Ninh Bình
4903601,Xe Ford Focus 1.8 AT 2011,Hatchback,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2011,258000000,Bình Dương
4903606,Xe Chevrolet Cruze LS 1.6 MT 2010,Sedan,Chevrolet,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2010,218000000,Bình Dương
4903608,Xe Suzuki Celerio 1.0 MT 2019,Hatchback,Suzuki,Nhập khẩu,5,5,Xăng,Xe đã dùng,2019,250000000,TP HCM
4903611,Xe Kia Morning Luxury 2019,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,348000000,Hà Nội
4903613,Xe Ford Ranger XLS 2.2L 4x2 AT 2020,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2020,579000000,Đồng Nai
4903621,Xe Mitsubishi Xpander 1.5 AT 2019,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2019,539000000,Quảng Ninh
4903623,Xe Hyundai Grand Starex 2.4 AT 2008,Van/Minivan,Hyundai,Nhập khẩu,4,9,Xăng,Xe đã dùng,2008,315000000,TP HCM
4903627,Xe Mazda CX5 2.0 AT 2018,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2018,735000000,Hà Nội
4903628,Xe Toyota 4 Runner Limited 2018,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2018,2900000000,Hà Nội
4903633,Xe Mazda 6 2.0L Premium 2018,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,630000000,Đà Nẵng
4903638,Xe Toyota Corolla Cross 1.8V 2020,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,765000000,Hà Nội
4903639,Xe Honda CRV 2.4 AT 2014,SUV,Honda,Lắp ráp trong nước,6,5,Xăng,Xe đã dùng,2014,535000000,Hà Nội
4903642,Xe BMW X3 sDrive20i 2023,SUV,BMW,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,1699000000,Hà Nội
4903643,Xe Toyota Camry 2.5Q 2020,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,2020,750000000,TP HCM
4903645,Xe Toyota Innova 2.0 MT 2007,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2007,155000000,Ninh Bình
4903651,Xe Toyota Corolla S 1.8 AT 2008,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,2008,366000000,Hà Nội
4903654,Xe Toyota Innova 2.0E 2020,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2020,619000000,TP HCM
4903655,Xe Mercedes Benz GLC 200 4Matic 2020,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,1499000000,Hà Nội
4903656,Xe BMW X5 xDrive40i xLine 2023,SUV,BMW,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,4019000000,Hà Nội
4903660,Xe VinFast VF9 Plus 2023,SUV,VinFast,Lắp ráp trong nước,5,7,Điện,Xe mới,2023,1121000000,TP HCM
4903667,Xe Kia Cerato 1.6 AT Luxury 2020,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,550000000,Ninh Bình
4903671,Xe Toyota Innova J 2006,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2006,138000000,Hà Nội
4903672,Xe VinFast VF e34 AT 2023,Crossover,VinFast,Lắp ráp trong nước,4,5,Điện,Xe mới,2023,520000000,TP HCM
4903676,Xe Honda Civic 2.0 AT 2008,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2008,295000000,Bình Dương
4903680,Xe Honda City RS 1.5 AT 2022,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,565000000,Hải Phòng
4903681,Xe Chevrolet Colorado High Country 2.5L 4x4 AT 2018,Bán tải / Pickup,Chevrolet,Nhập khẩu,4,5,Dầu,Xe đã dùng,2018,546000000,Hà Nội
4903685,Xe Toyota Fortuner 2.5G 2013,SUV,Toyota,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2013,560000000,Hà Nội
4903687,Xe Mazda CX5 2.5 AT 2WD 2017,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2017,615000000,Hà Nội
4903688,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,615000000,Gia Lai
4903692,Xe Porsche Macan 2.0 2021,SUV,Porsche,Nhập khẩu,5,5,Xăng,Xe đã dùng,2021,3350000000,Hà Nội
4903693,Xe Toyota Wigo 1.2G MT 2018,Hatchback,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2018,290000000,Đăk Lăk
4903697,Xe Honda CRV 2.4 AT - TG 2016,SUV,Honda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,655000000,Hà Nội
4903698,Xe Toyota Fortuner 2.4G 4x2 MT 2017,SUV,Toyota,Nhập khẩu,5,8,Dầu,Xe đã dùng,2017,715000000,Lâm Đồng
4903701,Xe Kia Cerato 2.0 AT Premium 2020,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,585000000,Hà Nội
4903702,Xe Kia K3 Luxury 1.6 AT 2022,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,635000000,Hà Nội
4903703,Xe Toyota Vios 1.5E 2010,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2010,235000000,Hà Nội
4903706,Xe Kia Rio 1.4 AT 2015,Hatchback,Kia,Nhập khẩu,5,5,Xăng,Xe đã dùng,2015,395000000,Hà Nội
4903710,Xe Ford Ranger XLS 2.2L 4x2 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,455000000,Bắc Ninh
4903717,Xe Kia Morning SLX 1.0 AT 2007,Hatchback,Kia,Nhập khẩu,5,5,Xăng,Xe đã dùng,2007,156000000,Tuyên Quang
4903725,Xe Toyota Sienna Platinum 2.5 AT AWD 2020,Van/Minivan,Toyota,Nhập khẩu,5,7,Hybrid,Xe đã dùng,2020,4180000000,Hà Nội
4903731,Xe Mitsubishi Xpander 1.5 AT 2021,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2021,595000000,Hà Nội
